,Year,Season,Player,Pos,Age,Team,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
9530,2006,regular,Jerome James,C,31,New York Knicks,41,11,6.7,330.0,274.7,4842.8
9531,2006,regular,LeBron James,SF,22,Cleveland Cavaliers,78,78,40.9,251.0,3190.2,10474.5
9532,2006,regular,Mike James,PG,31,Minnesota Timberwolves,82,65,25.2,356.0,2066.4,9184.400000000001
9533,2006,regular,Antawn Jamison,PF,30,Washington Wizards,70,70,38.0,589.0,2660.0,21278.300000000003
9534,2006,regular,Marko Jaric,SG,28,Minnesota Timberwolves,70,13,22.2,249.0,1554.0,6891.799999999999
9535,2006,regular,Sarunas Jasikevicius,SG-PG,30,TOT,63,3,15.4,81.0,970.2,1625.9999999999998
9538,2006,regular,Al Jefferson,C,22,Boston Celtics,69,60,33.6,137.0,2318.4,2248.6
9539,2006,regular,Richard Jefferson,SF,26,New Jersey Nets,55,53,35.6,418.0,1958.0,14536.5
9540,2006,regular,Jared Jeffries,SF,25,New York Knicks,55,43,23.8,272.0,1309.0,6622.200000000001
9541,2006,regular,Alexander Johnson,PF,23,Memphis Grizzlies,59,19,12.8,0.0,755.2,0.0
9542,2006,regular,Amir Johnson,PF,19,Detroit Pistons,8,0,15.5,3.0,124.0,39.0
9543,2006,regular,Anthony Johnson,PG,32,TOT,67,17,19.4,626.0,1299.8,12118.799999999997
9546,2006,regular,DerMarr Johnson,SF,26,Denver Nuggets,39,7,10.7,310.0,417.29999999999995,5612.699999999999
9547,2006,regular,Joe Johnson,SG,25,Atlanta Hawks,57,57,41.4,420.0,2359.7999999999997,14596.300000000003
9548,2006,regular,Linton Johnson,PF,26,New Orleans Hornets,54,0,13.3,79.0,718.2,1274.5
9549,2006,regular,Bobby Jones,SF,23,Philadelphia 76ers,44,5,7.6,0.0,334.4,0.0
9550,2006,regular,Dahntay Jones,SG,26,Memphis Grizzlies,78,25,21.4,150.0,1669.1999999999998,1886.6999999999998
9551,2006,regular,Damon Jones,PG,30,Cleveland Cavaliers,60,0,19.6,555.0,1176.0,11849.2
9552,2006,regular,Dwayne Jones,PF,23,Cleveland Cavaliers,4,0,4.5,14.0,18.0,86.8
9553,2006,regular,Eddie Jones,SG,35,TOT,64,41,24.9,918.0,1593.6,32950.7
9556,2006,regular,Fred Jones,SG,27,TOT,63,12,20.9,278.0,1316.6999999999998,6394.000000000001
9559,2006,regular,James Jones,SF,26,Phoenix Suns,76,7,18.1,189.0,1375.6000000000001,3691.8
9560,2006,regular,Jumaine Jones,SF,27,Phoenix Suns,18,0,7.7,482.0,138.6,10127.1
9561,2006,regular,Solomon Jones,PF,22,Atlanta Hawks,58,8,11.5,0.0,667.0,0.0
9562,2006,regular,Chris Kaman,C,24,Los Angeles Clippers,75,66,29.0,234.0,2175.0,6359.5999999999985
9563,2006,regular,Jason Kapono,SF,25,Miami Heat,67,35,26.4,174.0,1768.8,2581.8
9564,2006,regular,Viktor Khryapa,PF,24,Chicago Bulls,33,0,7.0,101.0,231.0,2012.0
9565,2006,regular,Jason Kidd,PG,33,New Jersey Nets,80,80,36.7,954.0,2936.0,36100.4
9566,2006,regular,Tarence Kinsey,SG,22,Memphis Grizzlies,48,12,20.1,0.0,964.8000000000001,0.0
9567,2006,regular,Andrei Kirilenko,SF,25,Utah Jazz,70,70,29.3,359.0,2051.0,11475.400000000001
9568,2006,regular,Linas Kleiza,PF,22,Denver Nuggets,79,14,18.8,64.0,1485.2,532.6000000000001
9569,2006,regular,Brevin Knight,PG,31,Charlotte Bobcats,45,25,28.3,545.0,1273.5,14526.6
9570,2006,regular,Yaroslav Korolev,SF,19,Los Angeles Clippers,10,0,4.1,24.0,41.0,127.19999999999999
9571,2006,regular,Kyle Korver,SF,25,Philadelphia 76ers,74,1,30.9,243.0,2286.6,6259.199999999999
9572,2006,regular,Nenad Krstic,C,23,New Jersey Nets,26,26,32.6,170.0,847.6,4957.3
9573,2006,regular,Raef LaFrentz,PF,30,Portland Trailblazers,27,9,13.0,532.0,351.0,14830.7
9574,2006,regular,James Lang,C,23,Washington Wizards,11,0,5.0,0.0,55.0,0.0
9575,2006,regular,David Lee,PF,23,New York Knicks,58,12,29.8,67.0,1728.4,1132.2999999999997
9576,2006,regular,Rashard Lewis,SF,27,Seattle Supersonics,60,60,39.1,573.0,2346.0,19120.6
9577,2006,regular,Randy Livingston,PG,31,Seattle Supersonics,4,0,6.5,216.0,26.0,2839.4
9578,2006,regular,Shaun Livingston,PG,21,Los Angeles Clippers,54,31,29.8,103.0,1609.2,2670.4000000000005
9579,2006,regular,Kyle Lowry,PG,20,Memphis Grizzlies,10,0,17.5,0.0,175.0,0.0
9580,2006,regular,John Lucas III,PG,24,Houston Rockets,47,0,8.1,13.0,380.7,106.59999999999997
9581,2006,regular,Tyronn Lue,PG,29,Atlanta Hawks,56,17,26.6,422.0,1489.6000000000001,9984.2
9582,2006,regular,Mark Madsen,C,31,Minnesota Timberwolves,56,0,8.4,407.0,470.40000000000003,5049.9
9583,2006,regular,Corey Maggette,SF,27,Los Angeles Clippers,75,31,30.5,456.0,2287.5,12644.900000000001
9584,2006,regular,Jamaal Magloire,C,28,Portland Trailblazers,81,23,21.0,461.0,1701.0,11879.900000000001
9585,2006,regular,Renaldo Major,PF,24,Golden State Warriors,1,0,27.0,0.0,27.0,0.0
9586,2006,regular,Stephon Marbury,PG,29,New York Knicks,74,74,37.1,743.0,2745.4,28709.0
9587,2006,regular,Shawn Marion,SF,28,Phoenix Suns,80,80,37.6,587.0,3008.0,22408.399999999998
9588,2006,regular,Damir Markota,PF,21,Milwaukee Bucks,30,0,5.7,0.0,171.0,0.0
9589,2006,regular,Sean Marks,PF,31,Phoenix Suns,3,0,5.7,105.0,17.1,1006.0999999999999
9590,2006,regular,Donyell Marshall,PF,33,Cleveland Cavaliers,81,0,16.8,847.0,1360.8,23770.7
9591,2006,regular,Rawle Marshall,SG,24,Indiana Pacers,40,2,9.0,23.0,360.0,241.5
9592,2006,regular,Darrick Martin,PG,35,Toronto Raptors,31,0,7.1,489.0,220.1,9094.899999999998
9593,2006,regular,Kenyon Martin,PF,29,Denver Nuggets,2,2,31.5,467.0,63.0,15606.6
9594,2006,regular,Kevin Martin,SG,23,Sacramento Kings,80,80,35.2,123.0,2816.0,2566.5
9595,2006,regular,Desmond Mason,SF,29,New Orleans Hornets,75,75,34.3,481.0,2572.5,14840.3
9596,2006,regular,Roger Mason,SG,26,Washington Wizards,62,0,7.9,43.0,489.8,439.7999999999999
9597,2006,regular,Jason Maxiell,C,23,Detroit Pistons,67,8,14.1,26.0,944.6999999999999,158.60000000000002
9598,2006,regular,Sean May,PF,22,Charlotte Bobcats,35,8,23.9,23.0,836.5,397.9000000000001
9599,2006,regular,Rashad McCants,SG,22,Minnesota Timberwolves,37,0,15.0,79.0,555.0,1358.8
9600,2006,regular,Chris McCray,SG,22,Milwaukee Bucks,5,0,2.4,0.0,12.0,0.0
9601,2006,regular,Antonio McDyess,PF,32,Detroit Pistons,82,3,21.1,690.0,1730.2,20174.7
9602,2006,regular,Ivan McFarlin,PF,24,Philadelphia 76ers,11,0,3.7,0.0,40.7,0.0
9603,2006,regular,Tracy McGrady,SG,27,Houston Rockets,71,71,35.8,637.0,2541.7999999999997,22378.7
9604,2006,regular,Jeff McInnis,PG,32,Charlotte Bobcats,38,3,18.5,491.0,703.0,13922.7
9605,2006,regular,Aaron McKie,SF,34,Los Angeles Lakers,10,0,13.1,858.0,131.0,21170.2
9606,2006,regular,Keith McLeod,PG,27,TOT,48,9,15.0,152.0,720.0,3006.9000000000005
9609,2006,regular,Stanislav Medvedenko,C,27,Atlanta Hawks,14,0,5.8,286.0,81.2,3591.3
9610,2006,regular,Pops Mensah-Bonsu,PF,23,Dallas Mavericks,12,0,5.9,0.0,70.80000000000001,0.0
9611,2006,regular,CJ Miles,SG,19,Utah Jazz,37,13,10.1,23.0,373.7,202.40000000000003
9612,2006,regular,Darko Milicic,PF,21,Orlando Magic,80,16,23.9,143.0,1912.0,1214.6999999999998
9613,2006,regular,Andre Miller,PG,30,TOT,80,79,37.1,586.0,2968.0,20036.1
9616,2006,regular,Brad Miller,C,30,Sacramento Kings,63,56,28.3,544.0,1782.9,16082.200000000003
9617,2006,regular,Mike Miller,SG,26,Memphis Grizzlies,70,69,39.1,445.0,2737.0,13504.900000000001
9618,2006,regular,Paul Millsap,PF,21,Utah Jazz,82,1,18.0,0.0,1476.0,0.0
9619,2006,regular,Yao Ming,C,26,Houston Rockets,48,48,33.8,313.0,1622.3999999999999,9869.800000000001
9620,2006,regular,Cuttino Mobley,SG,31,Los Angeles Clippers,78,73,36.4,607.0,2839.2,22646.899999999998
9621,2006,regular,Nazr Mohammed,C,29,Detroit Pistons,51,33,15.2,504.0,775.1999999999999,9488.8
9622,2006,regular,Mikki Moore,C,31,New Jersey Nets,79,55,26.4,306.0,2085.6,4097.6
9623,2006,regular,Randolph Morris,C,21,New York Knicks,5,0,8.8,0.0,44.0,0.0
9624,2006,regular,Adam Morrison,PF,22,Charlotte Bobcats,78,23,29.8,0.0,2324.4,0.0
9625,2006,regular,Alonzo Mourning,C,36,Miami Heat,77,43,20.4,740.0,1570.8,23545.4
9626,2006,regular,Troy Murphy,PF,26,TOT,68,48,27.2,333.0,1849.6,9463.0
9629,2006,regular,Ronald Murray,SG,27,Detroit Pistons,69,18,21.4,238.0,1476.6,5534.700000000001
9630,2006,regular,Dikembe Mutombo,C,40,Houston Rockets,75,33,17.2,1006.0,1290.0,31983.699999999997
9631,2006,regular,Bostjan Nachbar,SF,26,New Jersey Nets,76,1,20.2,172.0,1535.2,2478.8
9632,2006,regular,Eduardo Najera,PF,30,Denver Nuggets,75,36,22.1,385.0,1657.5,6961.5999999999985
9633,2006,regular,Steve Nash,PG,32,Phoenix Suns,76,76,35.3,789.0,2682.7999999999997,24164.9
9634,2006,regular,Jameer Nelson,PG,24,Orlando Magic,77,77,30.3,141.0,2333.1,3397.1999999999994
9635,2006,regular,Rasho Nesterovic,C,30,Toronto Raptors,80,73,21.0,602.0,1680.0,14145.8
9636,2006,regular,Ira Newble,SF,32,Cleveland Cavaliers,15,1,8.6,321.0,129.0,6837.7
9637,2006,regular,Andres Nocioni,PF,27,Chicago Bulls,53,31,26.5,175.0,1404.5,4566.0
9638,2006,regular,David Noel,PF,22,Milwaukee Bucks,68,0,11.6,0.0,788.8,0.0
9639,2006,regular,Steve Novak,SF,23,Houston Rockets,35,1,5.5,0.0,192.5,0.0
9640,2006,regular,Dirk Nowitzki,PF,28,Dallas Mavericks,78,78,36.2,679.0,2823.6000000000004,25273.200000000004
9641,2006,regular,Patrick O'Bryant,C,20,Golden State Warriors,16,0,7.4,0.0,118.4,0.0
9642,2006,regular,Jermaine O'Neal,C,28,Indiana Pacers,69,69,35.6,684.0,2456.4,18785.799999999996
9643,2006,regular,Shaquille O'Neal,C,34,Miami Heat,40,39,28.4,1054.0,1136.0,39284.8
9644,2006,regular,Fabricio Oberto,PF,31,San Antonio Spurs,79,33,17.3,66.0,1366.7,524.0
9645,2006,regular,Lamar Odom,PF,27,Los Angeles Lakers,56,56,39.3,474.0,2200.7999999999997,17653.2
9646,2006,regular,Emeka Okafor,C,24,Charlotte Bobcats,67,65,34.8,99.0,2331.6,3472.4
9647,2006,regular,Mehmet Okur,C,27,Utah Jazz,80,80,33.3,346.0,2664.0,8775.3
9648,2006,regular,Kevin Ollie,PG,34,Philadelphia 76ers,53,23,17.3,532.0,916.9000000000001,8274.7
9649,2006,regular,Michael Olowokandi,C,31,Boston Celtics,24,0,9.8,491.0,235.20000000000002,13113.8
9650,2006,regular,Bo Outlaw,PF,35,Orlando Magic,41,0,11.2,893.0,459.2,20691.9
9651,2006,regular,Travis Outlaw,PF,22,Portland Trailblazers,67,1,22.9,136.0,1534.3,1962.0999999999997
9652,2006,regular,Zaza Pachulia,C,22,Atlanta Hawks,72,47,28.1,211.0,2023.2,4514.5
9653,2006,regular,Scott Padgett,PF,30,TOT,31,0,7.5,447.0,232.5,5677.0
9656,2006,regular,Jannero Pargo,PG,27,New Orleans Hornets,82,7,20.9,175.0,1713.8,2146.0999999999995
9657,2006,regular,Anthony Parker,SG,31,Toronto Raptors,73,73,33.4,55.0,2438.2,384.6999999999998
9658,2006,regular,Smush Parker,PG,25,Los Angeles Lakers,82,80,30.0,171.0,2460.0,4276.1
9659,2006,regular,Tony Parker,PG,24,San Antonio Spurs,77,77,32.5,474.0,2502.5,15936.400000000001
9660,2006,regular,Ruben Patterson,SF,31,Milwaukee Bucks,81,53,31.0,570.0,2511.0,13483.500000000002
9661,2006,regular,Chris Paul,PG,21,New Orleans Hornets,64,64,36.8,78.0,2355.2,2808.0
9662,2006,regular,Sasha Pavlovic,SG,23,Cleveland Cavaliers,67,28,22.9,200.0,1534.3,2824.8
9663,2006,regular,Gary Payton,PG,38,Miami Heat,68,28,22.1,1142.0,1502.8000000000002,42780.6
9664,2006,regular,Kendrick Perkins,C,22,Boston Celtics,72,53,21.9,144.0,1576.8,1942.0000000000002
9665,2006,regular,Morris Peterson,SF,29,Toronto Raptors,71,12,21.3,484.0,1512.3,14813.400000000001
9666,2006,regular,Johan Petro,C,21,Seattle Supersonics,81,13,18.6,68.0,1506.6000000000001,1285.2
9667,2006,regular,Eric Piatkowski,SG,36,Phoenix Suns,11,0,6.6,777.0,72.6,14564.400000000003
9668,2006,regular,Paul Pierce,SG,29,Boston Celtics,47,46,37.0,642.0,1739.0,24427.0
9669,2006,regular,Mickael Pietrus,SF,24,Golden State Warriors,72,38,26.9,172.0,1936.8,3267.7
9670,2006,regular,Kevinn Pinkney,PF,23,Boston Celtics,6,0,16.7,0.0,100.19999999999999,0.0
9671,2006,regular,Scot Pollard,C,31,Cleveland Cavaliers,24,0,4.5,517.0,108.0,8751.500000000002
9672,2006,regular,James Posey,SF,30,Miami Heat,71,19,27.0,548.0,1917.0,15645.5
9673,2006,regular,Vitaly Potapenko,C,31,Sacramento Kings,3,0,4.3,620.0,12.899999999999999,11715.600000000002
9674,2006,regular,Leon Powe,C,23,Boston Celtics,63,2,11.4,0.0,718.2,0.0
9675,2006,regular,Josh Powell,PF,24,TOT,37,0,9.5,43.0,351.5,454.4
9678,2006,regular,Roger Powell,SF,24,Utah Jazz,3,0,4.3,0.0,12.899999999999999,0.0
9679,2006,regular,Ronnie Price,PG,23,Sacramento Kings,58,1,9.7,33.0,562.5999999999999,160.0
9680,2006,regular,Tayshaun Prince,SF,26,Detroit Pistons,82,82,36.6,369.0,3001.2000000000003,12017.400000000001
9681,2006,regular,Joel Przybilla,C,27,Portland Trailblazers,43,43,16.3,290.0,700.9,5577.499999999999
9682,2006,regular,Chris Quinn,PG,23,Miami Heat,42,1,9.7,0.0,407.4,0.0
9683,2006,regular,Vladimir Radmanovic,PF,26,Los Angeles Lakers,55,15,17.9,373.0,984.4999999999999,9768.4
9684,2006,regular,Shavlik Randolph,PF,23,Philadelphia 76ers,13,6,13.8,57.0,179.4,484.5
9685,2006,regular,Zach Randolph,PF,25,Portland Trailblazers,68,67,35.7,327.0,2427.6000000000004,8961.5
9686,2006,regular,Theo Ratliff,C,33,Boston Celtics,2,2,22.0,698.0,44.0,19158.3
9687,2006,regular,Allan Ray,SG,22,Boston Celtics,47,5,15.1,0.0,709.6999999999999,0.0
9688,2006,regular,Michael Redd,SF,27,Milwaukee Bucks,53,53,38.4,408.0,2035.1999999999998,13261.3
9689,2006,regular,JJ Redick,PG,22,Orlando Magic,42,0,14.8,0.0,621.6,0.0
9690,2006,regular,Justin Reed,PF,25,Minnesota Timberwolves,41,3,7.8,101.0,319.8,1137.7
9691,2006,regular,Jared Reiner,C,24,Milwaukee Bucks,27,2,9.0,22.0,243.0,138.0
9692,2006,regular,Jason Richardson,SG,26,Golden State Warriors,51,49,32.8,387.0,1672.8,13864.199999999999
9693,2006,regular,Jeremy Richardson,SG-SF,22,TOT,6,0,3.3,0.0,19.799999999999997,0.0
9696,2006,regular,Quentin Richardson,SF,26,New York Knicks,49,47,33.1,430.0,1621.9,12064.9
9697,2006,regular,Luke Ridnour,PG,25,Seattle Supersonics,71,58,29.5,241.0,2094.5,6686.9
9698,2006,regular,Anthony Roberson,PG,23,Golden State Warriors,20,1,11.4,16.0,228.0,88.0
9699,2006,regular,Lawrence Roberts,PF,24,Memphis Grizzlies,54,18,17.9,33.0,966.5999999999999,181.5
9700,2006,regular,Bernard Robinson,SG-SF,26,TOT,31,0,9.0,97.0,279.0,1628.8
9703,2006,regular,Clifford Robinson,C,40,New Jersey Nets,50,1,19.1,1077.0,955.0000000000001,35873.200000000004
9704,2006,regular,Nate Robinson,PG,22,New York Knicks,64,5,21.2,72.0,1356.8,1540.8
9705,2006,regular,Sergio Rodriguez,PG,20,Portland Trailblazers,67,1,12.9,0.0,864.3000000000001,0.0
9706,2006,regular,Rajon Rondo,PG,20,Boston Celtics,78,25,23.5,0.0,1833.0,0.0
9707,2006,regular,Jalen Rose,SF,34,Phoenix Suns,29,0,8.5,952.0,246.5,29558.5
9708,2006,regular,Malik Rose,PF,32,New York Knicks,65,2,12.5,743.0,812.5,13050.2
9709,2006,regular,Quinton Ross,SG,25,Los Angeles Clippers,81,43,21.0,157.0,1701.0,3469.6000000000004
9710,2006,regular,Brandon Roy,SG,22,Portland Trailblazers,57,55,35.4,0.0,2017.8,0.0
9711,2006,regular,Michael Ruffin,PF,30,Washington Wizards,30,0,9.0,342.0,270.0,5254.3
9712,2006,regular,John Salmons,SG,27,Sacramento Kings,79,19,27.0,289.0,2133.0,5177.400000000001
9713,2006,regular,Jamal Sampson,C,23,Denver Nuggets,22,3,5.7,50.0,125.4,506.5
9714,2006,regular,Brian Scalabrine,PF,28,Boston Celtics,54,17,19.0,307.0,1026.0,4213.3
9715,2006,regular,Luke Schenscher,C,24,Portland Trailblazers,11,0,10.7,23.0,117.69999999999999,167.09999999999997
9716,2006,regular,Thabo Sefolosha,SG,22,Chicago Bulls,71,4,12.2,0.0,866.1999999999999,0.0
9717,2006,regular,Mouhamed Sene,C,20,Seattle Supersonics,28,3,6.0,0.0,168.0,0.0
9718,2006,regular,Wayne Simien,PF,23,Miami Heat,8,0,11.6,45.0,92.8,419.8
9719,2006,regular,Cedric Simmons,PF,21,New Orleans Hornets,43,4,12.4,0.0,533.2,0.0
9720,2006,regular,James Singleton,PF,25,Los Angeles Clippers,53,0,7.1,66.0,376.29999999999995,767.1000000000001
9721,2006,regular,Brian Skinner,PF,30,Milwaukee Bucks,67,44,22.7,422.0,1520.8999999999999,7744.200000000001
9722,2006,regular,Uros Slokar,C,23,Toronto Raptors,20,0,3.6,0.0,72.0,0.0
9723,2006,regular,Craig Smith,PF,23,Minnesota Timberwolves,82,5,18.7,0.0,1533.3999999999999,0.0
9724,2006,regular,JR Smith,SG,21,Denver Nuggets,63,24,23.3,131.0,1467.9,2851.9999999999995
9725,2006,regular,Joe Smith,PF,31,TOT,65,11,23.1,777.0,1501.5,22600.1
9728,2006,regular,Josh Smith,SF,21,Atlanta Hawks,72,72,36.8,154.0,2649.6,4609.799999999999
9729,2006,regular,Steven Smith,PF,23,Philadelphia 76ers,8,0,3.5,0.0,28.0,0.0
9730,2006,regular,Eric Snow,PG,33,Cleveland Cavaliers,82,45,23.5,826.0,1927.0,23139.100000000002
9731,2006,regular,Kirk Snyder,SF,23,Houston Rockets,39,1,14.4,136.0,561.6,2216.8
9732,2006,regular,Darius Songaila,PF,28,Washington Wizards,37,1,18.9,228.0,699.3,4133.3
9733,2006,regular,Pape Sow,C,25,Toronto Raptors,7,0,4.9,69.0,34.300000000000004,841.8
9734,2006,regular,Vassilis Spanoulis,SG,24,Houston Rockets,31,0,8.8,0.0,272.8,0.0
9735,2006,regular,Jerry Stackhouse,SF,32,Dallas Mavericks,67,8,24.1,772.0,1614.7,27026.4
9736,2006,regular,DeShawn Stevenson,SG,25,Washington Wizards,82,82,29.5,390.0,2419.0,8417.6
9737,2006,regular,Peja Stojakovic,SF,29,New Orleans Hornets,13,13,32.7,617.0,425.1,21309.1
9738,2006,regular,Damon Stoudamire,PG,33,Memphis Grizzlies,62,51,24.2,802.0,1500.3999999999999,28031.6
9739,2006,regular,Salim Stoudamire,SG,24,Atlanta Hawks,61,0,17.0,61.0,1037.0,1238.3000000000002
9740,2006,regular,Amar'e Stoudemire,C,24,Phoenix Suns,82,78,32.8,241.0,2689.6,8333.0
9741,2006,regular,Mike Sweetney,C,24,Chicago Bulls,48,0,8.0,195.0,384.0,3403.0
9742,2006,regular,Stromile Swift,C,27,Memphis Grizzlies,54,18,19.1,425.0,1031.4,8865.7
9743,2006,regular,Wally Szczerbiak,SF,29,Boston Celtics,32,19,28.1,499.0,899.2,16801.2
9744,2006,regular,Donell Taylor,SG,24,Washington Wizards,47,1,7.9,52.0,371.3,467.09999999999997
9745,2006,regular,Maurice Taylor,PF,30,Sacramento Kings,12,2,8.6,527.0,103.19999999999999,13340.1
9746,2006,regular,Sebastian Telfair,PG,21,Boston Celtics,78,30,20.2,136.0,1575.6,2971.600000000001
9747,2006,regular,Jason Terry,SG,29,Dallas Mavericks,81,80,35.1,598.0,2843.1,20587.3
9748,2006,regular,Etan Thomas,C,28,Washington Wizards,65,32,19.2,293.0,1248.0,5276.4
9749,2006,regular,Kenny Thomas,PF,29,Sacramento Kings,62,53,22.8,536.0,1413.6000000000001,15939.499999999998
9750,2006,regular,Kurt Thomas,C,34,Phoenix Suns,67,13,18.0,729.0,1206.0,20605.8
9751,2006,regular,Tim Thomas,PF,29,Los Angeles Clippers,76,24,27.0,656.0,2052.0,17344.8
9752,2006,regular,Tyrus Thomas,PF,20,Chicago Bulls,72,4,13.4,0.0,964.8000000000001,0.0
9753,2006,regular,Dijon Thompson,SF,23,Atlanta Hawks,6,0,8.3,10.0,49.800000000000004,43.00000000000001
9754,2006,regular,Jamaal Tinsley,PG,28,Indiana Pacers,72,72,31.2,324.0,2246.4,9422.0
9755,2006,regular,Jake Tsakalidis,C,27,TOT,36,7,10.8,288.0,388.8,4754.7
9758,2006,regular,PJ Tucker,SF,21,Toronto Raptors,17,0,4.9,0.0,83.30000000000001,0.0
9759,2006,regular,Ronny Turiaf,C,24,Los Angeles Lakers,72,1,15.1,26.0,1087.2,185.9000000000001
9760,2006,regular,Hedo Turkoglu,SF,27,Orlando Magic,73,73,31.1,490.0,2270.3,11853.100000000002
9761,2006,regular,Ime Udoka,SF,29,Portland Trailblazers,75,75,28.6,12.0,2145.0,142.4000000000001
9762,2006,regular,Beno Udrih,PG,24,San Antonio Spurs,73,1,13.0,162.0,949.0,2029.0
9763,2006,regular,Anderson Varejao,C,24,Cleveland Cavaliers,81,6,23.9,115.0,1935.8999999999999,1860.3
9764,2006,regular,Jacque Vaughn,PG,31,San Antonio Spurs,64,4,11.9,647.0,761.6,10912.3
9765,2006,regular,Charlie Villanueva,PF,22,Milwaukee Bucks,39,17,25.2,81.0,982.8,2357.0999999999995
9766,2006,regular,Marcus Vinicius,SF,22,New Orleans Hornets,13,0,7.9,0.0,102.7,0.0
9767,2006,regular,Jake Voskuhl,C,29,Charlotte Bobcats,73,9,14.3,301.0,1043.9,4872.700000000001
9768,2006,regular,Sasha Vujacic,SG,22,Los Angeles Lakers,73,4,12.8,124.0,934.4000000000001,1982.6999999999998
9769,2006,regular,Dwyane Wade,SG,25,Miami Heat,51,50,37.9,263.0,1932.8999999999999,10036.000000000002
9770,2006,regular,Von Wafer,SF,21,Los Angeles Clippers,1,0,1.0,16.0,1.0,73.6
9771,2006,regular,Dajuan Wagner,SG,23,Golden State Warriors,1,0,7.0,102.0,7.0,2197.2000000000003
9772,2006,regular,Antoine Walker,PF,30,Miami Heat,78,15,23.3,829.0,1817.4,31184.399999999994
9773,2006,regular,Ben Wallace,C,32,Chicago Bulls,77,77,35.0,791.0,2695.0,25361.2
9774,2006,regular,Gerald Wallace,SF,24,Charlotte Bobcats,72,71,36.7,278.0,2642.4,5436.200000000001
9775,2006,regular,Rasheed Wallace,C,32,Detroit Pistons,75,72,32.3,907.0,2422.5,31426.600000000006
9776,2006,regular,Luke Walton,SF,26,Los Angeles Lakers,60,60,33.0,226.0,1980.0,3197.0
9777,2006,regular,Hakim Warrick,PF,24,Memphis Grizzlies,82,43,26.2,71.0,2148.4,763.6999999999998
9778,2006,regular,Earl Watson,PG,27,Seattle Supersonics,77,25,27.9,382.0,2148.2999999999997,7520.700000000001
9779,2006,regular,Chris Webber,PF,33,TOT,61,60,29.9,825.0,1823.8999999999999,31404.699999999997
9782,2006,regular,Martell Webster,SF,20,Portland Trailblazers,82,27,21.5,61.0,1763.0,1067.5
9783,2006,regular,Bonzi Wells,SF,30,Houston Rockets,28,1,21.1,526.0,590.8000000000001,13906.699999999999
9784,2006,regular,David Wesley,SG,36,Cleveland Cavaliers,35,5,10.1,969.0,353.5,31859.7
9785,2006,regular,David West,PF,26,New Orleans Hornets,52,52,36.5,182.0,1898.0,4116.8
9786,2006,regular,Delonte West,SG,23,Boston Celtics,69,47,32.2,117.0,2221.8,3042.8999999999996
9787,2006,regular,James White,SG,24,San Antonio Spurs,6,2,22.8,0.0,136.8,0.0
9788,2006,regular,Chris Wilcox,PF,24,Seattle Supersonics,82,81,31.5,242.0,2583.0,4354.1
9789,2006,regular,Damien Wilkins,SF,27,Seattle Supersonics,82,31,24.8,118.0,2033.6000000000001,2180.0999999999995
9790,2006,regular,Mike Wilks,PG,27,Seattle Supersonics,47,4,11.4,173.0,535.8000000000001,1474.0
9791,2006,regular,Aaron Williams,PF,35,Los Angeles Clippers,38,7,9.8,700.0,372.40000000000003,12249.600000000002
9792,2006,regular,Alvin Williams,PG,32,Los Angeles Clippers,2,0,5.0,476.0,10.0,13281.8
9793,2006,regular,Deron Williams,PG,22,Utah Jazz,80,80,36.9,80.0,2952.0,2304.0
9794,2006,regular,Eric Williams,SF,34,TOT,21,0,5.8,663.0,121.8,16409.3
9797,2006,regular,Jason Williams,PG,31,Miami Heat,61,55,30.6,600.0,1866.6000000000001,18873.300000000003
9798,2006,regular,Justin Williams,C,22,Sacramento Kings,26,1,12.8,0.0,332.8,0.0
9799,2006,regular,Lou Williams,PG,20,Philadelphia 76ers,61,0,11.3,30.0,689.3000000000001,144.0
9800,2006,regular,Marcus Williams,PG,21,New Jersey Nets,79,2,16.6,0.0,1311.4,0.0
9801,2006,regular,Marvin Williams,PF,20,Atlanta Hawks,64,63,34.0,79.0,2176.0,1951.3000000000002
9802,2006,regular,Mo Williams,PG,24,Milwaukee Bucks,68,68,36.4,200.0,2475.2,4631.7
9803,2006,regular,Shammond Williams,PG,31,Los Angeles Lakers,30,0,11.5,306.0,345.0,5158.2
9804,2006,regular,Shawne Williams,SG,20,Indiana Pacers,46,3,12.1,0.0,556.6,0.0
9805,2006,regular,Shelden Williams,PF,23,Atlanta Hawks,81,31,18.7,0.0,1514.7,0.0
9806,2006,regular,Corliss Williamson,PF,33,Sacramento Kings,68,1,19.7,820.0,1339.6,18508.3
9807,2006,regular,Kevin Willis,PF,44,Dallas Mavericks,5,0,8.6,837.0,43.0,20057.0
9808,2006,regular,Metta World Peace,SF,27,Sacramento Kings,70,65,37.7,439.0,2639.0,14979.400000000001
